title,tag,info,comments,content
假如真有时光机,豆瓣图书标签: 旅行,[日] 村上春树 / 施小炜 / 南海出版公司 / 2018-5-1 / 49.00,(4668人评价),《假如真有时光机》是村上春树周游世界各地，写下的妙趣横生的随笔集。在遍布苔藓的冰岛，邂逅没有尾巴的羊和可爱的迷途之鸟；再访《挪威的森林》的起点希腊小岛，在日...
好吗好的,豆瓣图书标签: 旅行,大冰 / 湖南文艺出版社 / 2016-8-1 / 39.00,(10741人评价),"善良是一种天性，善意是一种选择。
善意能消戾，善意能得缘，善意能带业往生，善意能回头是岸。
善意能够帮人捕捉并建立起独特的幸福感。
好吗好的，是一句自度度人..."
寻隐日本,豆瓣图书标签: 旅行,[日]白洲正子 / 尹宁、小米呆 / 湖南文艺出版社 / 2019-7 / 88.00,(49人评价),"◆《寻隐日本》是日本美学大家白洲正子的代表作。
这不是一本普通的游记文集，而是只有身兼能乐演员、古董鉴赏家、陶艺家和和服研究家的白洲正子才能写出的纪行本。她..."
DEPART 平装版,豆瓣图书标签: 旅行,朱一龙 / 中国市场出版社 / 2019-4 / CNY 150,(313人评价),朱一龙有帅气的外形，勤奋努力的工作态度，并且有着良好的艺术修养。生活中的他是一个面对不熟悉的人略显羞涩的大男孩，但面对表演，他是个很有钻研精神十分敬业的演员...
带一本书去巴黎,豆瓣图书标签: 旅行,林达 / 生活·读书·新知三联书店 / 2002-5 / 35.00元,(20708人评价),作者在浓厚的法国历史文化氛围中，用大量的历史细节和场景，丰富了对艺术、文化，对历史、社会，以及对“革命”的理解。
﻿天才在左 疯子在右,豆瓣图书标签: 心理,高铭 / 武汉大学出版社 / 2010-2 / 29.80元,(185340人评价),本书以访谈录的形式记载了生活在另一个角落的人群（精神病患者、心理障碍者等边缘人）深刻、视角独特的所思所想，让人们可以了解到疯子抑或天才真正的内心世界。此书是...
少有人走的路,豆瓣图书标签: 心理,[美] M·斯科特·派克 / 于海生 / 吉林文史出版社 / 2007-1 / 26.00元,(72840人评价),这本书处处透露出沟通与理解的意味，它跨越时代限制，帮助我们探索爱的本质，引导我们过上崭新，宁静而丰富的生活；它帮助我们学习爱，也学习独立；它教诲我们成为更称...
乌合之众,豆瓣图书标签: 心理,（法）勒庞 / 冯克利 / 中央编译出版社 / 2011-5-1 / 16.00元,(73132人评价),古斯塔夫・勒庞 Gustave Le Bon(1841-1931) 法国著名社会心理学家。他自1894年始，写下一系列社会心理学著作，以本书最为著名；在社会...
默读,豆瓣图书标签: 心理,Priest / 百花洲文艺出版社 / 2018-1 / 45.00,(18052人评价),"童年，成长经历，家庭背景，社会关系，创伤……
我们不断追溯与求索犯罪者的动机，探寻其中最幽微的喜怒哀乐，不是为了设身处地地同情、乃至于原谅他们，不是为了给罪..."
非暴力沟通,豆瓣图书标签: 心理,[美] 马歇尔·卢森堡 / 阮胤华 / 华夏出版社 / 2009-1 / 29.00元,(21404人评价),作为一个遵纪守法的好人，也许我们从来没有想过和“暴力”扯上关系。不过如果稍微留意一下现实生活中的谈话方式，并且用心体会各种谈话方式给我们的不同感受，我们一定...
人性的弱点全集,豆瓣图书标签: 心理,[美] 戴尔·卡耐基 / 袁玲 / 中国发展出版社 / 2008-1 / 25.00元,(33969人评价),《人性的弱点全集》汇集了卡耐基的思想精华和最激动人心的内容，是作者最成功的励志经典，出版后立即获得了广大读者的欢迎，成为西方世界最持久的人文畅销书。主要内容...
被讨厌的勇气,豆瓣图书标签: 心理,岸见一郎、古贺史健 / 渠海霞 / 机械工业出版社 / 2015-3-1 / 39.8,(10094人评价),"「被讨厌的勇气」并不是要去吸引被讨厌的负向能量，而是，如果这是我生命想绽放出最美的光彩，那么，即使有被讨厌的可能，我都要用自己的双手双脚往那里走去。」
「因..."
亲密关系,豆瓣图书标签: 心理,罗兰•米勒 (Rowland Miller)、丹尼尔•珀尔曼 (Daniel Perlman) / 王伟平 / 人民邮电出版社 / 2011-1-1 / 68.00元,(8102人评价),"爱情是人类情感中最美妙的一种体验，古今中外关于爱情的伟大文学作品有许多，但从心理学角度对两性关系进行科学而系统总结的专著尚为数不多。
《亲密关系》从一出版，..."
社会心理学,豆瓣图书标签: 心理,[美] 戴维·迈尔斯 / 张智勇、乐国安、侯玉波 等 / 人民邮电出版社 / 2006-1 / 68.00元,(13887人评价),"《社会心理学》这本书被美国700多所大学或学院的心理系所采用，是这一领域的主导教材，已经成为评价其他教材的标准。
这本书将基础研究与实践应用完美地结合在一起..."
自控力,豆瓣图书标签: 心理,[美]  凯利·麦格尼格尔 / 王岑卉 / 文化发展出版社(原印刷工业出版社) / 2012-8 / 39.80元,(36304人评价),《自控力》内容简介：作为一名健康心理学家，凯利•麦格尼格尔博士的工作就是帮助人们管理压力，并在生活中做出积极的改变。多年来，通过观察学生们是如何控制选择的，...
原生家庭,豆瓣图书标签: 心理,（美）苏珊·福沃德博士、（美）克雷格·巴克 / 黄姝、王婷 / 北京时代华文书局│阳光博客 / 2018-8 / 58.00,(3751人评价),"不健康的家庭体系，就像高速公路上的连环追尾，其恶劣影响会代代相传！
这是一部振聋发聩的家庭心理疗伤经典之作。苏珊·福沃德博士通过工作中接触到的大量真实素材，..."
爱的艺术,豆瓣图书标签: 心理,[美] 艾·弗洛姆 / 李健鸣 / 上海译文出版社 / 2008-4 / 15.00元,(23450人评价),《爱的艺术》是德裔美籍心理学家和哲学家、法兰克福学派重要成员艾里希-弗洛姆最著名的作品，自1956年出版至今已被翻译成32种文字，在全世界畅销不衰，被誉为当...
遇见未知的自己,豆瓣图书标签: 心理,张德芬 / 华夏出版社 / 2008-1 / 29.00,(67910人评价),"故事从“冬天的雨夜，在荒郊野外的山区，一个没有手机、没有汽油的孤单女人”开始。
若菱，自名校毕业，拥有令人羡慕的工作，但心中却不时的自问：为什么我不能拥有想..."
影响力,豆瓣图书标签: 心理,[美] 罗伯特·西奥迪尼 / 陈叙 / 中国人民大学出版社 / 2006-5 / 45.00元,(33528人评价),政治家运用影响力来赢得选举，商人运用影响力来兜售商品，推销员运用影响力诱惑你乖乖地把金钱捧上。即使你的朋友和家人，不知不觉之间，也会把影响力用到你的身上。但...
焦虑型人格自救手册,豆瓣图书标签: 心理,【英】安娜•威廉姆森 著、【英】瑞塔•纽厄尔 / 著、【美】贝丝•伊万丝 / 绘 / 高源 译 / 北京日报出版社/阳光博客 / 2019-8 / 58.00,(236人评价),"和你一样焦虑的人可能多到超乎想象！他们每天都被这些困惑折磨——
就是睡不着觉，该怎么办？
面对社交场合紧张焦虑，我该如何破解？
总是丧丧的，提不起精神怎么办..."
深夜加油站遇见苏格拉底,豆瓣图书标签: 心理,[美] 丹·米尔曼 / 韩良忆 / 中国人民大学出版社 / 2007-11 / 38.00元,(2324人评价),"一本改变生命的书！
作者丹•米尔曼是一个非常会说故事的人，在这本半自传体小说中，活灵活现地创造出三个让人一看就难忘的角色，一是代表作者本人，也同时代表无数对..."
原生家庭生存指南,豆瓣图书标签: 心理,[英] 奥利弗·詹姆斯、Oliver James / 康洁 / 后浪丨江西人民出版社 / 2019-7 / 68.00元,(169人评价),"热销英国近 20 年的经典著作
《卫报》《金融时报》《每日邮报》等多家知名媒体击节叹赏
与英国国民心理学家一起追寻伊丽莎白二世、查尔斯王子、迈克尔·杰克逊、..."
心理学与生活,豆瓣图书标签: 心理,[美] 理查德·格里格、菲利普·津巴多 / 王垒、王甦 等 / 人民邮电出版社 / 2003-10 / 88.00元,(14439人评价),《心理学与生活》是美国斯坦福大学多年来使用的教材，也是在美国许多大学里推广使用的经典教材，被ETS推荐为GRE心理学专项考试的主要参考用书，还是被许多国家大...
态度改变与社会影响,豆瓣图书标签: 心理,菲利普·津巴多 (Philip G. Zimbardo)、迈克尔·利佩 (Michael R. Leippe) / 邓羽、肖莉、唐小艳 等 / 人民邮电出版社 / 2007-11-1 / 68.00元,(1216人评价),"《态度改变与社会影响》是社会心理学领域的一部经典著作，是本书第一作者津巴多教授继畅销书《心理学与生活》之后的又一力作。
本书系统地总结了心理学在态度形成和..."
社会性动物,豆瓣图书标签: 心理,Elliot Aronson / 邢占军 / 华东师范大学出版社 / 2007-12 / 45.00元,(6608人评价),《社会性动物》是“美国社会心理学的《圣经》”（Revue des Questions Scientifiques的评价），“仍然是最好的……是一部杰作”（C...
﻿平凡的世界（全三部）,豆瓣图书标签: 励志,路遥 / 人民文学出版社 / 2005-1 / 64.00元,(190685人评价),《平凡的世界》是一部现实主义小说，也是一部小说形式的家族史。作者浓缩了中国西北农村的历史变迁过程，在小说中全景式地表现了中国当代城乡的社会生活。在近十年的广...
老人与海,豆瓣图书标签: 励志,海明威 / 吴劳 / 上海译文出版社 / 1999-10 / 8.20元,(116980人评价),本书讲述了一个渔夫的故事。古巴老渔夫圣地亚哥在连续八十四天没捕到鱼的情况下，终于独自钓上了一条大马林鱼，但这鱼实在大，把他的小船在海上拖了三天才筋疲力尽，被...
鲁滨逊漂流记,豆瓣图书标签: 励志,[英] 笛福 / 马静 / 广西民族出版社 / 2002-1 / 9.20元,(112978人评价),"《鲁滨逊飘流记》是18世纪英国作家达尼尔·笛福的代表作品，也是一部具有广泛的世界性影响的作品。
小说以1704年一名苏格兰水手亚历山大·薛里基洛克航海遇险，..."
牧羊少年奇幻之旅,豆瓣图书标签: 励志,[巴西]保罗·柯艾略 / 丁文林 / 南海出版公司 / 2009-3-1 / 25.00元,(95563人评价),牧羊少年圣地亚哥接连两次做了同一个梦，梦见埃及金字塔附近藏有一批宝藏。少年卖掉羊群，历尽千辛万苦一路向南，跨海来到非洲，穿越“死亡之海”撒哈拉大沙漠……期间...
肖申克的救赎,豆瓣图书标签: 励志,[美] 斯蒂芬·金 / 施寄青、赵永芬、齐若兰 / 人民文学出版社 / 2006-7 / 29.90元,(65318人评价),这本书收入斯蒂芬·金的四部中篇小说，是他作品中的杰出代表作。其英文版一经推出，即登上《纽约时报》畅销书排行榜的冠军之位，当年在美国狂销二十八万册。目前，这本...
人性的弱点全集,豆瓣图书标签: 励志,[美] 戴尔·卡耐基 / 袁玲 / 中国发展出版社 / 2008-1 / 25.00元,(33969人评价),《人性的弱点全集》汇集了卡耐基的思想精华和最激动人心的内容，是作者最成功的励志经典，出版后立即获得了广大读者的欢迎，成为西方世界最持久的人文畅销书。主要内容...
少有人走的路,豆瓣图书标签: 励志,[美] M·斯科特·派克 / 于海生 / 吉林文史出版社 / 2007-1 / 26.00元,(72840人评价),这本书处处透露出沟通与理解的意味，它跨越时代限制，帮助我们探索爱的本质，引导我们过上崭新，宁静而丰富的生活；它帮助我们学习爱，也学习独立；它教诲我们成为更称...
平凡的世界,豆瓣图书标签: 励志,"路遥 / 北京出版集团公司,北京十月文艺出版社 / 2012-3-1 / CNY 79.80",(28077人评价),《平凡的世界(套装共3册)》是一部现实主义小说，也是小说化的家族史。作家高度浓缩了中国西北农村的历史变迁过程，作品达到了思想性与艺术性的高度统一，特别是主人...
富爸爸，穷爸爸,豆瓣图书标签: 励志,（美）罗伯特・T・清崎、莎伦・L・莱希特 / 杨君，杨明 / 世界图书出版公司 / 2000-09 / 18.80,(44037人评价),《富爸爸，穷爸爸》是一个真实的故事，作者罗伯特・清崎的亲生父亲和朋友的父亲对金钱的看法截然不同，这使他对认识金钱产生了兴趣，最终他接受了朋友的父亲的建议，也...
深夜加油站遇见苏格拉底,豆瓣图书标签: 励志,[美] 丹·米尔曼 / 韩良忆 / 中国人民大学出版社 / 2007-11 / 38.00元,(2324人评价),"一本改变生命的书！
作者丹•米尔曼是一个非常会说故事的人，在这本半自传体小说中，活灵活现地创造出三个让人一看就难忘的角色，一是代表作者本人，也同时代表无数对..."
自控力,豆瓣图书标签: 励志,[美]  凯利·麦格尼格尔 / 王岑卉 / 文化发展出版社(原印刷工业出版社) / 2012-8 / 39.80元,(36304人评价),《自控力》内容简介：作为一名健康心理学家，凯利•麦格尼格尔博士的工作就是帮助人们管理压力，并在生活中做出积极的改变。多年来，通过观察学生们是如何控制选择的，...
一个人的朝圣,豆瓣图书标签: 励志,【英】蕾秋·乔伊斯 / 黄妙瑜 / 北京联合出版公司 / 2013-9-1 / 32.80,(57047人评价),"★2013年欧洲首席畅销小说，入围2012年布克文学奖，同名电影拍摄中
★台湾读者表示“很久没有读一本书读到凌晨”、“是一个简单、素朴但会令人深深感动的故事..."
钢铁是怎样炼成的,豆瓣图书标签: 励志,[苏] 尼·奥斯特洛夫斯基 / 曹缦西、王志棣 / 译林出版社 / 1996-10 / 20.00元,(54270人评价),本书的主人公保尔·柯察金饱尝了生活的苦难，炼就了革命精神和反抗性格。十月革命爆发后只有十六岁的他，就参加了红军，无论在战炮火中，还是在国民经济复时期，可察金...
狼道,豆瓣图书标签: 励志,罗宇 / 中国纺织出版社 / 2004-10-1 / 29.8,(368人评价),《狼道：生活中的狼性法则》一书运用企业操作实例、生活中的小品和古今中外的一些故事，对“狼道”做出了形象而又深刻的描述。作者以“狼道”的强悍和智慧给企业管理、...
强风吹拂,豆瓣图书标签: 励志,三浦紫苑 / 林佩瑾、李建铨、杨正敏 / 广西师范大学出版社 / 2015-1-1 / 39.00元,(7577人评价),"豆瓣2015年度读书榜单，最佳暖心治愈作品No.1.
跑步界的《灌篮高手》,“纵有疾风起，人生不言弃。”
B站正版引进热血新番《强风吹拂》同名原著小说。
...."
活出生命的意义,豆瓣图书标签: 励志,[奥] 维克多·弗兰克 / 吕娜 / 华夏出版社 / 2010-6 / 29.00元,(7836人评价),著名心理学家弗兰克尔是20世纪的一个奇迹。纳粹时期，作为犹太人，他的全家都被关进了奥斯威辛集中营，他的父母、妻子、哥哥，全都死于毒气室中，只有他和妹妹幸存。...
人生,豆瓣图书标签: 励志,路遥 / 北京十月文艺出版社 / 2009-5 / 20.00元,(36933人评价),《人生》是路遥的一部中篇小说，发表于1982年，它以改革时期陕北高原的城乡生活为时空背景，叙述了高中毕业生高加林回到土地又离开土地，再回到土地这样人生的变化...
天才基本法,豆瓣图书标签: 励志,长洱 / 江苏凤凰文艺出版社 / 2019-7 / 78.00元,(659人评价),"二十二岁的林朝夕在父亲确诊阿尔茨海默病这天，得知自己暗恋多年的校园男神裴之即将出国深造的消息——对方考取的学校，恰是父亲当年为她放弃的那所。
同样自幼与奥数..."
史蒂夫·乔布斯传,豆瓣图书标签: 励志,[美] 沃尔特·艾萨克森 / 管延圻、魏群、余倩、赵萌萌、汤崧 / 中信出版社 / 2011-10-24 / 68.00元,(39221人评价),这本乔布斯唯一授权的官方传记，在2011年上半年由美国出版商西蒙舒斯特对外发布出版消息以来，备受全球媒体和业界瞩目，这本书的全球出版日期最终确定为2011年...
假如给我三天光明,豆瓣图书标签: 励志,海伦・凯勒(helen keller) / 李汉昭 / 华文出版社 / 2003-1 / 21.80元,(13980人评价),20世纪，一个独特的生命个体以其勇敢的方式震撼了世界，她----海伦・凯勒，一个生活在黑暗中却又给人类带来光明的女性，一个度过了生命的88个春秋，却熬过了8...
﻿房思琪的初恋乐园,豆瓣图书标签: 女性,林奕含 / 北京联合出版公司 / 2018-1 / 45.00元,(103129人评价),"令人心碎却无能为力的真实故事。
向死而生的文学绝唱  打动万千读者的年度华语小说。
李银河 戴锦华 骆以军 张悦然 冯唐 詹宏志 蒋方舟 史航 等多位学者作..."
简爱（英文全本）,豆瓣图书标签: 女性,[英] 夏洛蒂·勃朗特 / 世界图书出版公司 / 2003-11 / 18.00元,(157986人评价),《简爱》是英国女作家夏洛蒂·勃朗特的代表作品。女主人公简爱是一个追赶求平等与自主的知识女性形象，小说以其感人的对于一位“灰姑娘式”人物奋斗史的刻划取胜，《简...
飘,豆瓣图书标签: 女性,[美国] 玛格丽特·米切尔 / 李美华 / 译林出版社 / 2000-9 / 40.00元,(123130人评价),小说中的故事发生在1861年美国南北战争前夕。生活在南方的少女郝思嘉从小深受南方文化传统的熏陶，可在她的血液里却流淌着野性的叛逆因素。随着战火的蔓廷和生活环...
黑箱,豆瓣图书标签: 女性,[日]伊藤诗织 / 匡匡 / 中信出版集团 / 2019-4 / 48.00元,(3602人评价),"【内容简介】
性侵的案发现场，隔绝的私密空间，被称为“黑箱”，而揭开这个“黑箱”时，暴露出来的则是调查机构与司法体系中的更为巨大的“黑箱”。
本书是日本#M..."
茶花女,豆瓣图书标签: 女性,小仲马 / 王振孙 / 外国文学出版社 / 1997-3 / 9.00元,(88230人评价),《茶花女》为我们塑造了一些生动、鲜明的艺术形象，而其中最突出、最令人难忘的自然是女主人公茶花女玛格丽特。读者们切莫把玛格丽特和阿尔丰西娜·普莱西小姐混为一谈...
灿烂千阳,豆瓣图书标签: 女性,[美] 卡勒德·胡赛尼 / 李继宏 / 上海人民出版社 / 2007-9 / 28.00元,(77101人评价),私生女玛丽雅姆在父亲的宅院门口苦苦守候，回到家却看到因绝望而上吊自杀的母亲。那天是她十五岁的生日，而童年嘎然而止。玛丽雅姆随后由父亲安排远嫁喀布尔四十多岁的...
一个陌生女人的来信,豆瓣图书标签: 女性,[奥] 斯台芬·茨威格 / 张玉书 / 上海译文出版社 / 2007-7 / 20.00元,(82234人评价),"这是一部短篇小说集，除《一个陌生女人的来信》，亦按时间顺序收录了《火烧火燎的秘密》、《马来狂人》等名篇，作者的创作历程一目了然。
《一个陌生女人的来信》讲述..."
倾城之恋,豆瓣图书标签: 女性,花城出版社 / 1997-3-1 / 11.00,(129145人评价),一对现实庸俗的男女，在战争的兵荒马乱之中被命运掷骰子般地掷到了一起，于“一刹那”体会到了“一对平凡的夫妻”之间的“一点真心”⋯⋯张爱玲是作为中国现代文学史上...
失踪的孩子,豆瓣图书标签: 女性,[意] 埃莱娜·费兰特 / 陈英 / 99读书人|人民文学出版社 / 2018-7 / 62.00元,(19980人评价),"“我的整个生命，只是一场为了提升社会地位的低俗斗争。”
全球畅销近千万册被翻译成40多种语言
《我的天才女友》《新名字的故事》《离开的，留下的》——
那不勒..."
我的天才女友,豆瓣图书标签: 女性,[意] 埃莱娜·费兰特 / 陈英 / 人民文学出版社 / 2017-1 / 42.00元,(38556人评价),"只有你身为女人才会知道这些丑陋的秘密
两个女人，50年的友谊和战争
过去五年，几乎所有欧美读者都在谈论她、
全球畅销百万册 被翻译成40种语言
《金融时报》..."
北京女子图鉴,豆瓣图书标签: 女性,王欣 / 北京联合出版公司 / 2019-6-25 / 45,(2263人评价),"【编辑推荐】
★当代都市女人的怕与要——
★王欣以当代都市女性为题材的重要代表作，一部对所有在外的人充满善意与理解的作品，一部对女性充满善意与理解的作品
★..."
新名字的故事,豆瓣图书标签: 女性,[意] 埃莱娜·费兰特 / 陈英 / 人民文学出版社 / 2017-4 / 59.00元,(28622人评价),"只有你身为女人 才会知道这些丑陋的秘密
两个女人 50年的友谊和战争
如何成为那个更强大的她，又不被她战胜
那不勒斯四部曲NO.2
《我的天才女友》后续， ..."
那不勒斯故事四部曲,豆瓣图书标签: 女性,艾琳娜.斐蘭德 / 李靜宜 / 大塊文化,(5524人评价),艾琳娜與莉拉出生在二次戰後的那不勒斯貧窮郊區，兩人的友誼從六歲時交換娃娃開始，充滿活力的莉拉有時走在前頭，帶著艾琳娜去冒險；個性內斂的艾琳娜則加倍努力，讓自...
红玫瑰与白玫瑰,豆瓣图书标签: 女性,张爱玲 / 花城出版社 / 1996-06 / 12.80元,(66078人评价),"“也许每一个男子全都有过这样的两个女人，至少两个。娶了红玫瑰，久而久之，红的变了墙上的一抹蚊子血，白的还是""床前明月光""；娶了白玫瑰，白的便是衣服上沾的一粒..."
情人,豆瓣图书标签: 女性,[法] 玛格丽特·杜拉斯 / 王道乾 / 上海译文出版社 / 2005-7 / 20.00元,(119584人评价),杜拉斯代表作之一，自传性质的小说，获一九八四年法国龚古尔文学奖。全书以法国殖民者在越南的生活为背景，描写贫穷的法国女孩与富有的中国少爷之间深沉而无望的爱情。...
半生缘,豆瓣图书标签: 女性,张爱玲 / 北京十月文艺出版社 / 2006-12 / 28.00元,(56726人评价),他和曼桢认识，已经是多年前的事了。算起来倒已经有十四年了——真吓人一跳！马上使他连带地觉得自己已老了许多。日子过得真快，尤其对于中年以后的人，十年八年都好像...
面纱,豆瓣图书标签: 女性,(英)W.萨默塞特·毛姆 / 阮景林 / 重庆 / 2012-05-01 / 32.00元,(29267人评价),"《面纱》由W.萨默塞特·毛姆编著。
《面纱》讲述了：容貌娇美而又爱慕虚荣的英国女子凯蒂，为了避免自己变成一位老姑娘，接受了生性孤僻的医生瓦尔特·费恩的求婚..."
离开的，留下的,豆瓣图书标签: 女性,[意] 埃莱娜·费兰特 / 陈英 / 人民文学出版社 / 2017-10 / 62.00,(19866人评价),"两个女人 50年的友谊和战争
那不勒斯四部曲NO.3
全球畅销近千万册 被翻译成40多种语言
“我希望她在场，这是我写作的目的。”
《我的天才女友》《新名字..."
第一炉香,豆瓣图书标签: 女性,张爱玲 / 花城出版社 / 1997-3 / 11.5,(29692人评价),沉香屑---第一炉香  沉香屑---第二炉香  茉莉香片  心经  封锁  琉璃瓦  年轻的时候  花凋   中国的日夜
长恨歌,豆瓣图书标签: 女性,王安忆 / 南海出版公司 / 2003-8 / 22.00元,(40002人评价),一个女人四十年的情与爱，被一枝细腻而绚烂的笔写得哀婉动人，其中交织着上海这所大都市从四十年代到九十年代沧海桑田的变迁。生活在上海弄堂里的女人沉垒了无数理想、...
﻿DEPART,豆瓣图书标签: 摄影,朱一龙 / 中国市场出版社 / 2019-1 / CNY 300（预售150）,(3998人评价),该本写真集拍摄于澳大利亚悉尼，在新州旅游局支持下，顺利于悉尼歌剧院、海港大桥、皇家植物园、帕丁顿水库、史蒂芬港、La Perouse港湾、悉尼情人港等11地...
美国纽约摄影学院摄影教材（上）,豆瓣图书标签: 摄影,美国纽约摄影学院 / 李之聪/李孝贤/魏学礼/俞士忠 / 中国摄影出版社 / 2000-03 / 90.00,(9870人评价),"上册
引言
第一单元
第1课 摄影家的眼力
1.1 摄影家的眼力
1.2 好照片要有主题
1.3 一幅好照片要有一个能吸引注意力的主体
1.4 好照片画面要..."
濒危：我们与它们的未来,豆瓣图书标签: 摄影,[英] 蒂姆·弗拉克 摄影、乔纳森·贝利 萨姆·威尔斯 撰文 / [美] 林肯 / 后浪丨天津人民出版社 / 2019-6 / 398.00元,(199人评价),"当代动物摄影大师蒂姆·弗拉克新著
以极具冲击力的摄影视角拍摄世界上濒临灭绝的动物
以动人的文字聚焦野生动物和它们匮乏的栖息所面临的困境
亚马逊自然摄影类，全..."
美国纽约摄影学院摄影教材（上册）,豆瓣图书标签: 摄影,美国纽约摄影学院 / 中国摄影出版社 / 中国摄影出版社 / 2010-8 / 98.00元,(3195人评价),《美国纽约摄影学院摄影教材(最新修订版)(上册)》内容简介：一本经久实用的教材总是引导我们去把握摄影作晶与影像之外的时空所形成的各种相互冲突和相互生成的关系...
论摄影,豆瓣图书标签: 摄影,[美] 苏珊·桑塔格 / 黄灿然 / 上海译文出版社 / 2010-5 / 38.00元,(4532人评价),《论摄影》不仅是一本论述摄影者的经典著作，而且是一本论述广泛意义上的现代文化的经典著作。它不是一本专业著作，书中也没有多少摄影术语，尽管有志于摄影者，应人手...
你好小朋友复刻版,豆瓣图书标签: 摄影,［日］秋山亮二 / 青艸堂株式会社 / 2019-6-1 / 390.00元,(353人评价),"日本摄影师秋山亮二拍摄的《你好小朋友》近年来在网络风靡。1983年出版的这本摄影集已绝版。拍摄对象都是1980年代初期中国的孩子们。
这本摄影集为中日双语版..."
秘境,豆瓣图书标签: 摄影,[美] 乔舒亚·福尔、迪伦·图拉斯、埃拉·莫顿 / 张依玫 / 后浪丨民主与建设出版社 / 2019-7 / 198.00元,(221人评价),"比梦境更离奇的全球隐秘之地
风趣与格调并存的旅行书
美国亚马逊地理类/旅游类畅销书榜首
《纽约时报》年度畅销书
◎ 编辑推荐
☆ 人类自古就着迷于非凡之境，..."
理解一张照片,豆瓣图书标签: 摄影,[英] 约翰·伯格 / 任悦 / 理想国丨中国美术学院出版社 / 2018-3 / 59.00元,(584人评价),约翰·伯格被誉为20世纪摄影领域最有原创性的评论家之一。他的文章，如同瓦尔特·本雅明的《摄影小史》、珊·桑塔格的《论摄影》和罗兰·巴特的《明室》一样，启发了...
你好小朋友,豆瓣图书标签: 摄影,秋山 亮二 / 小西六写真工业株式会社 / 1983-4-12 / JPY 3087,(403人评价),1980年代，日本摄影师秋山亮二用相机记录了温柔纯真的中国童年，并出版影集《你好小朋友》。
东京风格,豆瓣图书标签: 摄影,[日]都筑响一 / 吕灵芝 / 新星出版社 / 2019-5 / 158.00元,(412人评价),"“不要努力工作，不要买房子，租一间陋室，享受人生吧。”
·
◎长销二十五年的出租屋写真，黑洞般迷人的东京蜗居百景
◎《BRUTUS》《POPEYE》“圈外编..."
摄影的艺术,豆瓣图书标签: 摄影,Bruce Barnbaum / 人民邮电出版社 / 2012-2-1 / 118.00元,(834人评价),巴恩博编著的《摄影的艺术》是经典之作《摄影的艺术》的最新修订版（原版于1994年出版），这部著作被认为是最具可读性、最易理解和最全面的摄影教科书。现在，它已...
美之地图,豆瓣图书标签: 摄影,[罗马尼亚]米哈埃拉•诺洛茨 / 赵俊英 / 广西师范大学出版社 / 2019-3 / 99.00元,(211人评价),"浮士德说：“你真美啊，请停一停。”在 《美之地图》里，时间停了下来。
《美之地图》是罗马尼亚摄影师米哈埃拉•诺洛茨发起的一个摄影项目，诺洛茨于2013—20..."
摄影构图学,豆瓣图书标签: 摄影,【美】本·克来门茨、大卫·罗森菲尔德 / 姜雯、林少忠 / 长城出版社 / 1983-1,(1540人评价),这本书看似年代久远，但在当时是最全面和系统的佳作，特别是为了培养摄影者敏锐的观察能力和提高其审美能力，作者提出的多种实验手段和训练方法，更是匠心独造。读者如...
十九岁的时差,豆瓣图书标签: 摄影,王俊凯 / 新星 / 2018-8 / 88.00元,(2719人评价),图文传记。
中国的颜色,豆瓣图书标签: 摄影,[法] 布鲁诺·巴贝 摄、[法] 尚陆 编 / 后浪丨北京联合出版公司 / 2019-4 / 698.00元,(41人评价),"从1973年至2018年
大量的照片，见证中国的发展变迁
少见的彩色，记录中国的时代记忆
·
玛格南图片社前主席、法兰西学院院士、著名摄影师布鲁诺·巴贝摄影..."
长皱了的小孩,豆瓣图书标签: 摄影,严明 / 理想国丨广西师范大学出版社 / 2019-6 / 55.00元,(174人评价),"摄影家严明继畅销书《我爱这哭不出来的浪漫》后最新随笔集
关于青春和成长的真诚自白
文字中书写爱与理想，影像中定格生命瞬间
★ 摄影家严明继畅销书《我爱这哭不..."
永恒的时光之旅,豆瓣图书标签: 摄影,[日] 星野道夫 / 游韵馨 / 广西师范大学出版社 / 2016-1 / 79.00元,(1532人评价),《永恒的时光之旅》收录星野道夫未公开摄影作品及西伯利亚绝笔日记 ，是对星野道夫史诗般摄影生涯的回顾和致敬。星野道夫用镜头扑捉自然的至美和生命的脆弱与坚强，用...
摄影构图与色彩设计,豆瓣图书标签: 摄影,[德]拉尔德·曼特 / 赵嫣、梅叶挺、梅蒋巧 / 中国青年出版社 / 2009-9 / 78.00元,(331人评价),《摄影构图与色彩设计》是一本深入阐述摄影构图与色彩设计原理及表现技巧的图书。众所周知，仅仅掌握摄影技术知识，并不足以创作出优秀的照片，因为决定照片质量与表现...
拍出绝世美姿,豆瓣图书标签: 摄影,Roberto Valenzuela / 马雁翔 / 人民邮电出版社 / 2015-1-1 / 98,(231人评价),一幅优秀的人像摄影作品往往很大程度上取决于模特，模特的视线方向、表情神态、摆姿站位等一系列元素都是展现人物情感、表现作品主题的关键，其次才是摄影师的摄影技术...
美国纽约摄影学院摄影教材（下册）,豆瓣图书标签: 摄影,美国纽约摄影学院 / 中国摄影出版社 / 中国摄影出版社 / 2010-8 / 98.00元,(1409人评价),美国纽约摄影学院摄影教材·下（最新修订版），ISBN：9787802363595，作者：美国纽约摄影学院 著，中国摄影出版社 译
